20	0.0002306
40	0.0024838
60	0.0115626
80	0.0296524
100	0.067082
120	0.132106
140	0.232043
160	0.406373
180	0.625308
200	0.918349
220	1.34543
240	1.85357
260	2.54315
280	3.47
300	4.59291
320	6.94355
340	8.499
360	10.8074
380	13.2126
400	16.5756
