1000	0.0006655
2000	0.0026375
3000	0.006183
4000	0.012037
5000	0.016675
6000	0.0237665
7000	0.032554
8000	0.0450595
9000	0.0544895
10000	0.0857405
11000	0.101131
12000	0.101165
13000	0.128369
14000	0.140265
15000	0.165525
16000	0.173744
17000	0.193668
18000	0.218156
19000	0.252541
20000	0.268031
