10	0.002124	0.05416	0.226646
20	0.0017635	0.085797	0.261313
30	0.002418	0.0790985	0.319151
40	0.0034455	0.032436	0.13597
50	0.003465	0.032578	0.150754
60	0.002895	0.063274	0.157719
70	0.0036425	0.0626605	0.257812
80	0.0026965	0.0705945	0.183223
90	0.003359	0.0186345	0.222855
100	0.003376	0.0177535	0.225985
110	0.001127	0.024001	0.310248
120	0.0011665	0.02344	0.293207
130	0.003612	0.069766	0.0853665
140	0.003846	0.0650415	0.148266
150	0.001243	0.0940875	0.149218
160	0.003281	0.043084	0.223082
170	0.0038925	0.0311725	0.388562
180	0.002926	0.0558325	0.163455
190	0.0047305	0.0250025	0.378812
200	0.0045425	0.025747	0.375591
210	0.0033515	0.045212	0.170426
220	0.002617	0.0843665	0.290686
230	0.001097	0.08652	0.205401
240	0.0019965	0.0839135	0.204661
250	0.0021505	0.0847905	0.317663
