5000	0.0490437
10000	0.132032
15000	0.338985
20000	0.60957
25000	1.13757
30000	1.69049
35000	2.18683
40000	3.10263
45000	3.46879
50000	4.3163
55000	5.60247
60000	6.50437
65000	8.36227
70000	9.94199
75000	11.0073
80000	12.8113
85000	14.6667
90000	16.3277
95000	18.1402
100000	18.7708
105000	20.6123
110000	23.4941
115000	25.5847
120000	29.8773
125000	32.4186
