5000	0.0380846	0.0769616	7.712e-06	
10000	0.153339	0.313923	1.5291e-05	
15000	0.349472	0.6918	2.2921e-05	
20000	0.605555	1.15854	3.0482e-05	
25000	0.934463	1.82446	3.5911e-05	
30000	1.27499	2.70351	7.4274e-05	
35000	1.71059	3.47616	4.883e-05	
40000	2.39306	4.65021	5.5789e-05	
45000	3.00063	6.06235	6.455e-05	
50000	3.66336	7.49765	8.435e-05	
55000	4.38118	8.83538	7.8833e-05	
60000	5.33961	10.7152	8.8789e-05	
65000	6.56116	12.8537	0.000105155	
70000	7.38273	14.9508	9.7555e-05	
75000	8.15558	15.944	0.000104537	
80000	9.0596	18.5926	0.000118152	
85000	10.9542	21.0645	0.000129216	
90000	12.05	23.3161	0.000125922	
95000	13.1709	26.4164	0.000142508	
100000	14.7272	29.2221	0.000143503	
105000	15.5198	31.4567	0.000146544	
110000	16.9872	35.2467	0.000157667	
115000	19.1195	37.9686	0.000156054	
120000	21.2531	41.6568	0.000167401	
125000	21.782	42.6936	0.000179383	
