5000	0.0381453	0.0773585	7.704e-06	
10000	0.151744	0.316029	2.759e-05	
15000	0.36568	0.732746	2.288e-05	
20000	0.613791	1.23059	3.5829e-05	
25000	1.0669	1.92794	3.8088e-05	
30000	1.40313	2.81776	4.5692e-05	
35000	2.05854	3.85498	5.3413e-05	
40000	2.54247	5.04074	6.0867e-05	
45000	3.23313	6.58667	6.8447e-05	
50000	3.92025	7.96441	7.6203e-05	
55000	4.82667	9.74306	8.3757e-05	
60000	5.66463	11.4022	9.1243e-05	
65000	6.98166	13.1523	9.895e-05	
70000	7.66246	15.3019	0.000106498	
75000	8.90926	17.6578	0.000114158	
80000	9.96837	20.0911	0.00012176	
85000	11.2535	22.7533	0.000129481	
90000	12.7644	25.6878	0.000137806	
95000	14.2856	28.399	0.00014509	
100000	15.6472	31.448	0.000125516	
105000	15.6072	33.9745	0.000162303	
110000	18.5386	37.2921	0.000167336	
115000	19.8135	42.084	0.000174823	
120000	22.8284	45.2623	0.000368618	
125000	24.151	48.9488	0.000196084	
