5000000  	1.92359	2.66085	0.754551
10000000  	3.83117	5.08973	1.55595
15000000  	5.151	6.97505	2.16223
20000000  	7.93284	9.69437	2.90908
25000000  	10.5608	14.8246	3.95038
30000000  	11.0974	14.2811	5.08943
35000000  	14.6724	15.9306	5.7597
40000000  	16.6203	20.4292	6.31771
45000000  	20.0223	24.7834	7.09398
50000000  	21.8151	29.1064	7.97203
55000000  	21.0519	25.6	9.27994
60000000  	22.7875	28.8784	10.0935
65000000  	26.2845	32.2974	10.8572
70000000  	27.7851	32.1386	13.4971
75000000  	32.6026	39.5873	13.6118
80000000  	34.895	45.025	14.4823
85000000  	38.4307	47.0186	14.9797
90000000  	39.1796	52.1172	16.8499
95000000  	43.2019	55.7575	16.3085
100000000  	46.6023	60.5634	17.5507
105000000  	40.9785	49.768	18.7538
110000000  	42.7985	53.3108	20.1956
115000000  	48.059	57.722	20.8898
120000000  	48.95	61.3017	20.6237
125000000  	50.6052	64.6533	21.998
