5000000  	1.25002	1.2718	0.391688
10000000  	2.40067	2.43171	0.799922
15000000  	3.10947	2.91441	1.16022
20000000  	4.68318	4.97822	1.82664
25000000  	7.13813	7.41515	2.66499
30000000  	6.91207	6.94842	2.86176
35000000  	8.3462	9.00806	3.51257
40000000  	10.1828	10.3293	3.68739
45000000  	11.719	12.7701	4.31912
50000000  	13.2626	14.8492	4.82287
55000000  	12.8813	11.2679	5.1885
60000000  	13.8684	13.013	5.81655
65000000  	16.1849	15.6284	6.5867
70000000  	17.5537	16.6777	7.65251
75000000  	18.8133	19.726	7.57288
80000000  	19.8614	21.2453	8.4427
85000000  	22.7342	23.402	8.70722
90000000  	25.6019	26.3575	8.6587
95000000  	25.3848	29.7044	10.1216
100000000  	27.1072	29.6944	10.8008
105000000  	24.5695	21.5564	10.2261
110000000  	25.5209	23.9947	10.6785
115000000  	27.645	24.8991	11.3382
120000000  	29.9953	26.9573	12.1346
125000000  	33.7605	30.4166	12.4616
