5000000  	1.24394	1.36077	0.485799
10000000  	2.97105	2.80461	1.19792
15000000  	3.66706	3.32507	1.49397
20000000  	5.37249	5.46495	2.09574
25000000  	7.31048	7.7336	2.61284
30000000  	8.11314	7.31765	3.45118
35000000  	9.93158	10.4195	4.1545
40000000  	11.3261	11.2568	4.44263
45000000  	12.8885	14.5799	5.44262
50000000  	14.8934	16.5428	6.11078
55000000  	15.1264	12.6353	6.36185
60000000  	16.7589	15.3987	6.89499
65000000  	17.4735	16.7677	7.90003
70000000  	20.3064	18.9939	8.88659
75000000  	22.2123	22.3415	10.3401
80000000  	25.9045	25.2557	11.1468
85000000  	27.3573	26.7582	11.1586
90000000  	27.5074	28.4312	11.8732
95000000  	30.3136	32.9707	12.2064
100000000  	32.8419	34.8087	13.0554
105000000  	29.2555	24.4822	12.6386
110000000  	30.266	26.5004	13.3713
115000000  	31.1737	28.0288	14.6062
120000000  	33.9927	30.5976	14.8325
125000000  	35.9769	32.9396	16.0397
