5000    0.02
10000   0.07
15000   0.16
20000   0.29
25000   0.45
30000   0.62
35000   0.87
40000   1.14
45000   1.45
50000   1.96
55000   2.13
60000   2.53
65000   2.97
70000   3.45
75000   4
80000   4.73
85000   5.35
90000   6.55
95000   6.43
100000  7.09
105000  7.95
110000  8.64
115000  9.48
120000  10.28
125000  11.13
