
50	0.0032802	
100	0.0189914	
150	0.0586152	
200	0.130835	
250	0.279459	
300	0.469099	
350	0.725074	
400	1.21668	
450	2.18723	
500	3.15633	
550	4.15388	
600	5.34393	
650	5.86641	
700	6.34394	
