1	9.11295e-07	
2	1.30226e-06	
3	2.00435e-06	
4	3.07165e-06	
5	4.54758e-06	
6	6.85129e-06	
7	9.67966e-06	
8	1.2542e-05	
9	1.82383e-05	
10	2.18496e-05	
11	3.0239e-05	
12	4.79391e-05	
13	4.57976e-05	
14	5.66578e-05	
