50	0.0001298	
100	0.0003902	
150	0.0008488	
200	0.0013848	
250	0.0023368	
300	0.0030902	
350	0.0041384	
400	0.0059134	
450	0.007506	
500	0.0104362	
550	0.011245	
600	0.0139508	
650	0.0146312	
700	0.0173724	
