16384 0.000542618	
32768 0.000794966	
65536 0.001019552	
131072 0.001239210	
262144 0.002033744	
524288 0.005008619	
1048576 0.006257910	
2097152 0.011801954	
4194304 0.024395641	
8388608 0.065500502	
16777216 0.123922758	
33554432 0.147597712	
33554432 0.228628326	
