5000	0.0760818	0.0981694	0.0267685 	
10000 	0.261763 	0.396873 	0.108281 	
15000 	0.669641 	0.904569 	0.257206 	
20000 	1.30734 	1.65898 	0.438897 	
25000 	2.16812 	2.48901 	0.685232 	
30000 	3.14369 	3.58993 	1.01485 	
35000 	4.41686 	5.13425 	1.34234 	
40000 	5.89326 	6.42785 	1.79147 	
45000 	7.39177 	8.25347 	2.27659 	
50000 	9.36771 	10.1059 	2.78869 	
55000 	11.0047 	11.9253 	3.29298 	
60000 	13.2624 	14.3186 	3.92974 	
65000 	15.6777 	16.9041 	4.6151 	
70000 	18.2346 	19.5721 	5.57548 	
75000 	21.2536 	22.834 	6.14559 	
80000 	24.065 	25.5545 	6.994 	
85000 	27.1762 	28.8506 	7.90432 	
90000 	30.8576 	32.4438 	8.88307 	
95000 	34.0088 	36.0713 	9.87591 	
100000 	38.4724 	40.4878 	10.9735 	
105000 	41.8815 	44.4782 	13.2953 	
110000 	47.0856 	48.2291 	13.188 	
115000 	49.5649 	52.1733 	14.3569 	
120000 	54.2223 	57.2089 	15.5923 	
125000 	57.9138 	60.9695 	16.9283 	
